issn	homepage
1525-9102	http://imej.wfu.edu
1525-9404	http://www.medicalcrossfire.com/JournalArchive.aspx
1525-9951	http://www.cognizantcommunication.com/filecabinet/EventManagement/em.htm
1526-0046	http://www.us.elsevierhealth.com/product.jsp?isbn=15260046
1526-0542	http://www.sciencedirect.com/science/journal/15260542
1526-0550	http://www.sciencedirect.com/science/journal/15260542
1526-0976	http://content.wkhealth.com/linkback/openurl?issn=1089-2591
1526-0984	http://eg.geoscienceworld.org/
1526-100X	http://www.blackwellpublishing.com/journal.asp?ref=1061-2971
1526-1492	http://www.techscience.com/cmes/index.html
1526-1506	http://www.techscience.com/cmes/index.html
1526-1719	http://www.emis.de/journals/JGAA
1526-2359	http://www.medscape.com/viewpublication/100_index
1526-2375	http://www.blackwellpublishing.com/journal.asp?ref=1526-2375
1526-3231	http://www.sciencedirect.com/science/journal/07498063
1526-3347	http://pedsinreview.aappublications.org
1526-3711	http://www.thejcdp.com/
1526-3800	http://www.mitpressjournals.org/openurl?genre=journal&stitle=glep
1526-4025	http://www.interscience.wiley.com/jpages/1524-1904/
1526-4564	http://www.thieme.de/fz/srm
1526-4602	http://pubs.acs.org/journals/bomaf6/index.html
1526-4610	http://www.blackwellpublishing.com/journal.asp?ref=0017-8748
1526-4637	http://www.blackwellpublishing.com/journal.asp?ref=1526-2375
1526-484X	http://www.humankinetics.com/IJSNEM/journalAbout.cfm
1526-498X	http://www.interscience.wiley.com/jpages/1526-498X/
1526-4998	http://www.interscience.wiley.com/jpages/1526-498X/
1526-5161	http://www.informaworld.com/openurl?genre=journal&issn=15265161
1526-5447	http://transci.journal.informs.org/
1526-5455	http://orgsci.journal.informs.org/
1526-5463	http://opres.highwire.org
1526-5471	http://mor.journal.informs.org/
1526-548X	http://mktsci.journal.informs.org/
1526-5498	http://msom.journal.informs.org/
1526-5501	http://mansci.journal.informs.org/
1526-551X	http://interfaces.journal.informs.org/
1526-5528	http://joc.journal.informs.org/
1526-5536	http://isr.journal.informs.org/
1526-5900	http://www.sciencedirect.com/science/journal/15265900
1526-6028	http://enth.allenpress.com/enthonline/?request=get-archive&issn=1545-1550
1526-6125	http://www.sciencedirect.com/science/journal/15266125
1526-6133	http://www.csulb.edu/journals/jecr/
1526-744X	http://www.nephrologynursing.net/
1526-7598	http://www.anesthesia-analgesia.org
1526-8004	http://www.thieme.de/fz/srm
1526-8012	http://www.thieme.com/sns
1526-8209	http://www.sciencedirect.com/science/journal/15268209
1526-8748	http://www.ncnpjournal.com/
1526-9248	http://www.medscape.com/viewpublication/130_index
1526-9523	http://www.sciencedirect.com/science/journal/15269523
1526-954X	http://www.interscience.wiley.com/jpages/1526-954X/
1526-9655	http://www.cancerinformationgroup.com/lymphoma.html
1526-968X	http://www.interscience.wiley.com/jpages/1526-954X/
1526-9906	http://neoreviews.aappublications.org/
1526-9914	http://www.jacmp.org/
1527-0297	http://www.liebertonline.com/ham
1527-0904	http://www.lib.byu.edu/spc/wnan/
1527-1315	http://radiology.rsnajnls.org
1527-1323	http://radiographics.rsnajnls.org
1527-1404	http://jsedres.geoscienceworld.org/
1527-1544	http://ppn.sagepub.com/
1527-1889	http://muse.jhu.edu/journals/nwsa/
1527-1897	http://muse.jhu.edu/journals/jsh/
1527-1919	http://hope.dukejournals.org/
1527-1927	http://jhppl.dukejournals.org/
1527-1935	http://mq.dukejournals.org/
1527-1978	http://muse.jhu.edu/journals/at/
1527-1994	http://www.jstor.org/action/showPublication?journalCode=histmemo
1527-201X	http://muse.jhu.edu/journals/is/
1527-2036	http://muse.jhu.edu/journals/jowh/
1527-2044	http://muse.jhu.edu/journals/ral/
1527-2052	http://www.iupress.indiana.edu/catalog/index.php?cPath=519_755
1527-2079	http://muse.jhu.edu/journals/par/
1527-2133	http://americanspeech.dukejournals.org/
1527-2141	http://boundary2.dukejournals.org/
1527-2648	http://www.interscience.wiley.com/jpages/1438-1656/
1527-2729	http://www.treatment-options.com/home_journal.cfm?JournalID=ON
1527-2737	http://www.current-reports.com/home_journal.cfm?JournalID=UR
1527-2966	http://www.sciencedirect.com/science/journal/00991767
1527-330X	http://www.elsevier.com/locate/issn/1090820X
1527-3326	http://www.sciencedirect.com/science/journal/09262040
1527-3342	http://ieeexplore.ieee.org/servlet/opac?punumber=6668
1527-3350	http://www.interscience.wiley.com/jpages/0270-9139/
1527-3369	http://www.sciencedirect.com/science/journal/15273369
1527-3458	http://www.blackwellpublishing.com/journal.asp?ref=1080-563X
1527-3466	http://www.blackwellpublishing.com/journal.asp?ref=0897-5957
1527-3547	http://www.healthforumjournal.com/healthforumjournal/index.jsp
1527-3741	http://hortweb.cas.psu.edu/aps/journal.html
1527-3792	http://www.sciencedirect.com/science/journal/00225347
1527-3954	http://www.clma.org/files/pubfiles/clmr/clmr%5Fhome%5Fpage.html
1527-4055	http://www.hpac.com
1527-4063	http://www.hartenergy.com/products.magazines.html#eandp
1527-4160	http://content.wkhealth.com/linkback/openurl?issn=1527-4160
1527-4764	http://tvn.sagepub.com/
1527-4799	http://pubs.acs.org/journals/chtedd/index.html
1527-5477	http://ethnohistory.dukejournals.org/
1527-5558	http://theoryandscience.icaap.org/
1527-5922	http://www.informaworld.com/openurl?genre=journal&issn=15275922
1527-5930	http://www.informaworld.com/openurl?genre=journal&issn=15275922
1527-5949	http://www.lcgcmag.com/lcgc/
1527-6228	http://jtc.colstate.edu
1527-6465	http://www3.interscience.wiley.com/cgi-bin/jhome/106570021
1527-6473	http://www3.interscience.wiley.com/cgi-bin/jhome/106570021
1527-6538	http://www2.nursingsociety.org/RNL/Current/
1527-6546	http://www.blackwellpublishing.com/journal.asp?ref=1527-6546
1527-6988	http://www.pubs.asce.org/journals/naturalhazards/
1527-7313	http://www.ingentaconnect.com/content/smp/cou
1527-7941	http://content.wkhealth.com/linkback/openurl?issn=1527-7941
1527-8018	http://publicculture.dukejournals.org/
1527-8034	http://ssh.dukejournals.org/
1527-8050	http://muse.jhu.edu/journals/jwh/
1527-8204	http://arjournals.annualreviews.org/openurl?genre=journal&stitle=genom
1527-8271	http://positions.dukejournals.org/
1527-8557	http://content.wkhealth.com/linkback/openurl?issn=1527-8557
1527-8999	http://www.interscience.wiley.com/jpages/1527-8999/
1527-9359	http://www.usca.edu/essays/
1527-9464	http://muse.jhu.edu/journals/cp/
1528-0012	http://www.sciencedirect.com/science/journal/00165085
1528-0020	http://www.bloodjournal.org
1528-0187	http://www.theconcreteproducer.com
1528-0691	http://www.interscience.wiley.com/jpages/1527-8999/
1528-0748	http://www.gypsyloresociety.org/journal.htm
1528-0837	http://jit.sagepub.com/
1528-1132	http://content.wkhealth.com/linkback/openurl?issn=0009-921X
1528-1140	http://content.wkhealth.com/linkback/openurl?issn=0003-4932
1528-1167	http://www.blackwellpublishing.com/journal.asp?ref=0013-9580
1528-1175	http://content.wkhealth.com/linkback/openurl?issn=0003-3022
1528-252X	http://www.interscience.wiley.com/jpages/1357-8170/
1528-2651	http://www.alliedacademies.org/public/Journals/JournalDetails.aspx?jid=8
1528-2686	http://www.alliedacademies.org/public/Journals/JournalDetails.aspx?jid=6
1528-3356	http://www.ismj.com/
1528-3488	http://leaonline.com/openurl?genre=journal&stitle=id
1528-3542	http://www.apa.org/journals/emo.html
1528-3577	http://www.blackwellpublishing.com/journal.asp?ref=1528-3577
1528-3585	http://www.blackwellpublishing.com/journal.asp?ref=1528-3577
1528-3593	http://www.veterinarytherapeutics.com/
1528-3658	http://www.molmed.org/
1528-3968	http://www.sciencedirect.com/science/journal/00296554
1528-3976	http://content.wkhealth.com/linkback/openurl?issn=1071-5754
1528-3984	http://www.sciencedirect.com/science/journal/01974572
1528-4042	http://www.current-reports.com/home_journal.cfm?JournalID=NR
1528-4050	http://content.wkhealth.com/linkback/openurl?issn=1528-4050
1528-4190	http://muse.jhu.edu/journals/jph/
1528-4336	http://www.thomasland.com/
1528-5855	http://www.aist.org/magazine/article_indexes.htm
1528-7092	http://www.bioone.org/bioone/?request=get-moreinfo&issn=1528-7092
1528-7394	http://www.informaworld.com/openurl?genre=journal&issn=15287394
1528-7483	http://pubs.acs.org/journals/cgdefu/index.html
1528-7505	http://pubs.acs.org/journals/cgdefu/index.html
1528-848X	http://www.highbeam.com/browse/Health-Law-Nursing+Law~P~s+Regan+Report
1528-8889	http://asmedl.aip.org/Materials/
1528-8919	http://asmedl.aip.org/GasTurbinesPower/
1528-8951	http://asmedl.aip.org/Biomechanical/
1528-8978	http://asmedl.aip.org/PressureVesselTech/
1528-8994	http://asmedl.aip.org/EnergyResources/
1528-9044	http://asmedl.aip.org/ElectronicPackaging/
1528-9117	http://www.journalppo.com/
1528-9168	http://www.tandfonline.com/HICP
1528-9648	http://www.thieme.de/fz/svm
1528-9931	http://www.sciencedirect.com/science/journal/15289931
1529-0131	http://www.interscience.wiley.com/jpages/0004-3591/
1529-1049	http://www.sciencedirect.com/science/journal/15291049
1529-1227	http://www.cmu.edu/joss/index.html
1529-1456	http://muse.jhu.edu/journals/bio/
1529-1464	http://www.jstor.org/action/showPublication?journalCode=jmodelite
1529-1529	http://muse.jhu.edu/journals/ks/
1529-1774	http://www.sciencedirect.com/science/journal/10870024
1529-1839	http://www.sciencedirect.com/science/journal/15291839
1529-2096	http://www.sciencedirect.com/science/journal/15292096
1529-210X	http://www.sciencedirect.com/science/journal/1529210X
1529-2126	http://www.sciencedirect.com/science/journal/15292126
1529-2134	http://www.sciencedirect.com/science/journal/15292134
1529-2401	http://www.jneurosci.org
1529-2908	http://www.nature.com/ni/
1529-2916	http://www.nature.com/ni/
1529-3041	http://www.mundanebehavior.org/index.htm
1529-3181	http://cais.aisnet.org/contents.asp
1529-3505	http://www.thieme.de/fz/svm
1529-3785	http://www.acm.org/pubs/contents/journals/tocl/
1529-4145	http://www.tandfonline.com/loi/rnpa20#.VQlI_OEvY3h
1529-4897	http://www.mhmonline.com/
1529-4900	http://www.ans.org/pubs/magazines/rs/
1529-5036	http://www.ingentaconnect.com/content/routledg/rcsm
1529-5044	http://www.asdanet.org/_PublicationPage.aspx?id=58
1529-5192	http://leaonline.com/openurl?genre=journal&stitle=par
1529-6318	http://www.americanpharmaceuticaloutsourcing.com/
1529-6466	http://rimg.geoscienceworld.org/
1529-7268	http://www.biolreprod.org
1529-7322	http://www.current-reports.com/home_journal.cfm?JournalID=AL
1529-7403	http://www.geospatial-online.com/geospatialsolutions/
1529-7489	http://www.blackwellpublishing.com/journal.asp?ref=1529-7489
1529-7535	http://content.wkhealth.com/linkback/openurl?issn=1529-7535
1529-7713	http://www.jampress.org/
1529-7764	http://content.wkhealth.com/linkback/openurl?issn=1529-7764
1529-7845	http://jpcrd.aip.org/
1529-7853	http://ojps.aip.org/arlo
1529-8019	http://www.blackwellpublishing.com/journal.asp?ref=1396-0296
1529-8027	http://www.blackwellpublishing.com/journal.asp?ref=1085-9489
1529-8663	http://www.informaworld.com/openurl?genre=journal&issn=1529-8663
1529-8795	http://muse.jhu.edu/journals/pbm/
1529-8817	http://www.blackwellpublishing.com/journal.asp?ref=0022-3646
1529-8930	http://smt.pennnet.com/
1529-9074	http://www.spwla.org/petrophysics/journal.htm
1529-9104	http://www.maneypublishing.com/journals/emc
1529-9430	http://www.sciencedirect.com/science/journal/15299430
1530-0226	http://portal.acm.org/browse_dl.cfm?idx=J820
1530-0277	http://www.blackwellpublishing.com/journal.asp?ref=0145-6008
1530-0285	http://www.nature.com/modpathol/
1530-0293	http://content.wkhealth.com/linkback/openurl?issn=0090-3493
1530-0307	http://www.nature.com/labinvest/
1530-0358	http://www.springeronline.com/journal/10350/about
1530-0366	http://content.wkhealth.com/linkback/openurl?issn=1098-3600
1530-0447	http://www.pedresearch.org
1530-0897	http://csdl2.computer.org/persagen/DLPublication.jsp?pubtype=p&acronym=hpca
1530-1052	http://csdl2.computer.org/persagen/DLPublication.jsp?pubtype=p&acronym=cgi
1530-1346	http://csdl2.computer.org/persagen/DLPublication.jsp?pubtype=p&acronym=iscc
1530-1567	http://www.sciencedirect.com/science/journal/15301567
1530-261X	http://www.sciencedirect.com/science/journal/1530261X
1530-3004	http://www.jhasim.com/index.cfm
1530-3667	http://www.liebertonline.com/vbz
1530-4086	http://www.springerlink.com/openurl.asp?genre=journal&issn=1530-4086
1530-437X	http://ieeexplore.ieee.org/servlet/opac?punumber=7361
1530-4388	http://ieeexplore.ieee.org/servlet/opac?punumber=7298
1530-440X	http://www.ahcpr.gov/clinic/
1530-4515	http://content.wkhealth.com/linkback/openurl?issn=1530-4515
1530-5627	http://www.liebertonline.com/TMJ
1530-5678	http://www.quintpub.com/journals/wjo/gp.php?journal_name=WJO&name_abbr=WJO
1530-5686	http://www.jendajournal.com
1530-6550	http://www.medreviews.com/index.cfm?fuseaction=journals&journalid=2
1530-6860	http://www.fasebj.org
1530-6984	http://pubs.acs.org/journals/nalefd/index.html
1530-6992	http://pubs.acs.org/journals/nalefd/index.html
1530-7026	http://www.psychonomic.org/CABN/
1530-7085	http://www.blackwellpublishing.com/journal.asp?ref=1530-7085
1530-7131	http://muse.jhu.edu/journals/pla/
1530-7638	http://www.emis.de/journals/JIS
1530-7905	http://www.springerlink.com/openurl.asp?genre=journal&issn=1530-7905
1530-7921	http://ijd.sagepub.com/
1530-793X	http://jcm.sagepub.com/
1530-8081	http://jwb.sagepub.com/
1530-812X	http://cla.sagepub.com/
1530-8200	http://www.liebertonline.com/cos
1530-8561	http://www.clinchem.org
1530-8669	http://www.interscience.wiley.com/jpages/1530-8669/
1530-8677	http://www.interscience.wiley.com/jpages/1530-8669/
1530-888X	http://www.mitpressjournals.org/openurl?genre=journal&stitle=neco
1530-8898	http://www.mitpressjournals.org/openurl?genre=journal&stitle=jocn
1530-891X	http://www.aace.com/pub/ep/
1530-8995	http://arjournals.annualreviews.org/openurl?genre=journal&stitle=cellbio
1530-9134	http://www.blackwellpublishing.com/journal.asp?ref=1058-6407
1530-9142	http://www.mitpressjournals.org/openurl?genre=journal&stitle=rest
1530-9169	http://www.mitpressjournals.org/openurl?genre=journal&stitle=jinh
1530-9177	http://www.mitpressjournals.org/openurl?genre=journal&stitle=wash
1530-9185	http://www.mitpressjournals.org/openurl?genre=journal&stitle=artl
1530-9274	http://www.mitpressjournals.org/openurl?genre=journal&stitle=posc
1530-9290	http://www.mitpressjournals.org/openurl?genre=journal&stitle=jiec
1530-9304	http://www.mitpressjournals.org/openurl?genre=journal&stitle=evco
1530-9312	http://www.mitpressjournals.org/openurl?genre=journal&stitle=coli
1530-9320	http://www.atypon-link.com/AAA/loi/api
1530-9681	http://www.thieme.com/ccr
1530-9827	http://asmedl.aip.org/JCISE/
1530-9932	http://www.aapspharmscitech.org/
1531-0035	http://pvs.sagepub.com/
1531-0043	http://www.thieme.com/ccr
1531-0132	http://www.medscape.com/viewpublication/122_index
1531-0183	http://www.louisville.edu/brandeislaw/students/blj/
1531-0353	http://www.interscience.wiley.com/jpages/1531-0353/
1531-0914	http://www.sciencedirect.com/science/journal/15310914
1531-1074	http://www.liebertonline.com/ast
1531-1309	http://ieeexplore.ieee.org/servlet/opac?punumber=7260
1531-135X	http://www.psychonomic.org/CABN/
1531-1864	http://www.interscience.wiley.com/jpages/1531-1864/
1531-2267	http://www.the-aps.org/publications/pg
1531-2542	http://muse.jhu.edu/journals/pla/
1531-2941	http://www.ispub.com/ostia/index.php?xmlFilePath=journals/ijmh/front.xml
1531-3263	http://www.mitpressjournals.org/openurl?genre=journal&stitle=pres
1531-3433	http://www.current-reports.com/home_journal.cfm?JournalID=PA
1531-3468	http://www.journals.uchicago.edu/page/ipe/toc.html
1531-3492	http://www.aimsciences.org/journals/dcdsB/
1531-4065	http://www.crisanet.org/ajdas.html
1531-426X	http://www.rienner.com/viewbook.cfm?BOOKID=1316
1531-4278	http://www.acm.org/pubs/contents/journals/jeric/
1531-4332	http://www.sciencedirect.com/science/journal/10956433
1531-4650	http://www.mitpressjournals.org/openurl?genre=journal&stitle=qjec
1531-4804	http://www.mitpressjournals.org/openurl?genre=journal&stitle=isec
1531-5010	http://www.thieme.de/fz/sbs
1531-5053	http://www.sciencedirect.com/science/journal/02782391
1531-5088	http://journals.cambridge.org/action/displayJournal?jid=INO
1531-5169	http://www.mitpressjournals.org/openurl?genre=journal&stitle=comj
1531-5487	http://content.wkhealth.com/linkback/openurl?issn=1044-3983
1531-5681	http://www.hcmarketplace.com/prod-4625-ENHI.html
1531-5754	http://content.wkhealth.com/linkback/openurl?issn=1531-5754
1531-586X	http://www.springeronline.com/journal/00031/about
1531-605X	http://www.amia.org/pubs/proceedings/symposia/start.html
1531-6564	http://www.sciencedirect.com/science/journal/03635023
1531-6912	http://www.hindawi.com/GetVolumes.aspx?journal=cfg
1531-6963	http://content.wkhealth.com/linkback/openurl?issn=1040-8711
1531-6971	http://content.wkhealth.com/linkback/openurl?issn=1070-5287
1531-698X	http://content.wkhealth.com/linkback/openurl?issn=1040-8703
1531-7005	http://content.wkhealth.com/linkback/openurl?issn=1041-9918
1531-7013	http://content.wkhealth.com/linkback/openurl?issn=1087-2418
1531-7021	http://content.wkhealth.com/linkback/openurl?issn=1040-8738
1531-703X	http://content.wkhealth.com/linkback/openurl?issn=1040-8746
1531-7048	http://content.wkhealth.com/linkback/openurl?issn=1065-6251
1531-7056	http://content.wkhealth.com/linkback/openurl?issn=0267-1379
1531-7064	http://content.wkhealth.com/linkback/openurl?issn=1068-3097
1531-7072	http://content.wkhealth.com/linkback/openurl?issn=1070-5295
1531-7080	http://content.wkhealth.com/linkback/openurl?issn=0268-4705
1531-7129	http://content.wkhealth.com/linkback/openurl?issn=1531-7129
1531-7331	http://arjournals.annualreviews.org/openurl?genre=journal&stitle=matsci
1531-7714	http://pareonline.net/
1531-8249	http://www.interscience.wiley.com/jpages/0364-5134/
1531-8257	http://www.interscience.wiley.com/jpages/0885-3185/
1531-8567	http://www.springeronline.com/journal/11497/about
1532-0383	http://www.informaworld.com/openurl?genre=journal&issn=1532-0383
1532-0456	http://www.sciencedirect.com/science/journal/15320456
1532-0464	http://www.sciencedirect.com/science/journal/15320464
1532-0480	http://www.sciencedirect.com/science/journal/15320464
1532-060X	http://www.interscience.wiley.com/jpages/1532-060X/
1532-0618	http://www.interscience.wiley.com/jpages/1532-060X/
1532-0626	http://www.interscience.wiley.com/jpages/1532-0626/
1532-0634	http://www.interscience.wiley.com/jpages/1532-0626/
1532-0650	http://www.aafp.org/afp/
1532-0820	http://www.aalas.org/publications/index.asp#CM
1532-0936	http://www.cis.gsu.edu/~dbase/
1532-1096	http://www.interscience.wiley.com/jpages/1044-8004/
1532-1797	http://www.informaworld.com/openurl?genre=journal&issn=15321797
1532-1819	http://www.informaworld.com/openurl?genre=journal&issn=15321819
1532-1827	http://www.nature.com/bjc/
1532-2084	http://www.sciencedirect.com/science/journal/13687646
1532-2092	http://europace.oxfordjournals.org/
1532-2114	http://ejechocard.oxfordjournals.org/
1532-2165	http://www.sciencedirect.com/science/journal/10785884
1532-2211	http://www.sciencedirect.com/science/journal/02667681
1532-2262	http://www.informaworld.com/openurl?genre=journal&issn=07366299
1532-2289	http://www.informaworld.com/openurl?genre=journal&issn=00387010
1532-2297	http://www.informaworld.com/openurl?genre=journal&issn=10826068
1532-2300	http://www.informaworld.com/openurl?genre=journal&issn=07373937
1532-2319	http://www.informaworld.com/openurl?genre=journal&issn=02773813
1532-2327	http://www.informaworld.com/openurl?genre=journal&issn=07328303
1532-2335	http://www.informaworld.com/openurl?genre=journal&issn=15257770
1532-2351	http://www.informaworld.com/openurl?genre=journal&issn=01932691
1532-236X	http://www.informaworld.com/openurl?genre=journal&issn=00032719
1532-2378	http://www.informaworld.com/openurl?genre=journal&issn=10495398
1532-2386	http://www.informaworld.com/openurl?genre=journal&issn=10942912
1532-2394	http://www.informaworld.com/openurl?genre=journal&issn=08982104
1532-2416	http://www.informaworld.com/openurl?genre=journal&issn=00103624
1532-2424	http://www.informaworld.com/openurl?genre=journal&issn=00411450
1532-2432	http://www.informaworld.com/openurl?genre=journal&issn=00397911
1532-2459	http://www.informaworld.com/openurl?genre=journal&issn=10916466
1532-2475	http://www.informaworld.com/openurl?genre=journal&issn=10426914
1532-2483	http://www.informaworld.com/openurl?genre=journal&issn=10910344
1532-2491	http://www.informaworld.com/openurl?genre=journal&issn=10826084
1532-2505	http://www.informaworld.com/openurl?genre=journal&issn=07313829
1532-2513	http://www.informaworld.com/openurl?genre=journal&issn=08923973
1532-2521	http://www.informaworld.com/openurl?genre=journal&issn=10601333
1532-2548	http://www.plantphysiol.org
1532-2882	http://www.interscience.wiley.com/jpages/1532-2882/
1532-2890	http://www.interscience.wiley.com/jpages/1532-2882/
1532-298X	http://www.plantcell.org
1532-2998	http://www.interscience.wiley.com/jpages/1532-3005/
1532-3005	http://www.interscience.wiley.com/jpages/1532-3005/
1532-3145	http://content.wkhealth.com/linkback/openurl?issn=0363-8715
1532-3366	http://www.sciencedirect.com/science/journal/1361259X
1532-3382	http://www.sciencedirect.com/science/journal/15323382
1532-3390	http://www.sciencedirect.com/science/journal/15323382
1532-3633	http://www.ecri.org/Products/Pages/HHMM.aspx
1532-3641	http://scitation.aip.org/gmo
1532-4095	http://www.informaworld.com/openurl?genre=journal&issn=10590501
1532-4109	http://www.informaworld.com/openurl?genre=journal&issn=03601234
1532-4117	http://www.informaworld.com/openurl?genre=journal&issn=10934529
1532-4125	http://www.informaworld.com/openurl?genre=journal&issn=00927872
1532-4133	http://www.informaworld.com/openurl?genre=journal&issn=03605302
1532-4141	http://www.informaworld.com/openurl?genre=journal&issn=03610918
1532-415X	http://www.informaworld.com/openurl?genre=journal&issn=03610926
1532-4168	http://www.informaworld.com/openurl?genre=journal&issn=07474938
1532-4184	http://www.informaworld.com/openurl?genre=journal&issn=10731199
1532-4192	http://www.informaworld.com/openurl?genre=journal&issn=07357907
1532-4206	http://www.informaworld.com/openurl?genre=journal&issn=07435800
1532-4214	http://www.informaworld.com/openurl?genre=journal&issn=15326349
1532-4222	http://www.informaworld.com/openurl?genre=journal&issn=08982112
1532-4230	http://www.informaworld.com/openurl?genre=journal&issn=15321819
1532-4249	http://www.informaworld.com/openurl?genre=journal&issn=08905436
1532-4265	http://www.informaworld.com/openurl?genre=journal&issn=01900692
1532-4281	http://www.informaworld.com/openurl?genre=journal&issn=10799893
1532-429X	http://www.informaworld.com/openurl?genre=journal&issn=10976647
1532-4303	http://www.informaworld.com/openurl?genre=journal&issn=02770903
1532-4311	http://www.informaworld.com/openurl?genre=journal&issn=08820139
1532-432X	http://www.informaworld.com/openurl?genre=journal&issn=03630269
1532-4400	http://www.press.uillinois.edu/journals/sppq.html
1532-4435	http://jmlr.csail.mit.edu/
1532-4796	http://www.springeronline.com/journal/12160/about
1532-4818	http://leaonline.com/openurl?genre=journal&stitle=ame
1532-4826	http://leaonline.com/openurl?genre=journal&stitle=an
1532-4834	http://leaonline.com/openurl?genre=journal&stitle=basp
1532-4982	http://www.informaworld.com/openurl?genre=journal&issn=15324982
1532-5008	http://www.informaworld.com/openurl?genre=journal&issn=15325008
1532-5024	http://www.informaworld.com/openurl?genre=journal&issn=15325024
1532-5032	http://www.informaworld.com/openurl?genre=journal&issn=15325024
1532-527X	http://www.informaworld.com/openurl?genre=journal&issn=02726343
1532-530X	http://www.informaworld.com/openurl?genre=journal&issn=10640266
1532-5318	http://www.informaworld.com/openurl?genre=journal&issn=10720162
1532-5490	http://www.ncbcenter.org/ncbq.asp
1532-5520	http://content.wkhealth.com/linkback/openurl?issn=0009-9201
1532-5725	http://jap.sagepub.com/
1532-5865	http://www.acjournal.org/
1532-5946	http://www.psychonomic.org/MC/
1532-5962	http://www.psychonomic.org/PP/
1532-5970	http://www.ingentaconnect.com/content/psocpubs/brm
1532-6268	http://www.hindawi.com/GetVolumes.aspx?journal=cfg
1532-6349	http://www.informaworld.com/openurl?genre=journal&issn=15326349
1532-6497	http://www.sciencedirect.com/science/journal/1067991X
1532-6500	http://www.sciencedirect.com/science/journal/10582746
1532-6527	http://www.elsevier.com/locate/issn/10619259
1532-6543	http://www.sciencedirect.com/science/journal/00222143
1532-6551	http://www2.us.elsevierhealth.com/inst/serve?db=home&id=nc
1532-6586	http://www.sciencedirect.com/science/journal/01614754
1532-673X	http://apr.sagepub.com/
1532-6748	http://www.pubs.asce.org/journals/leadership/
1532-687X	http://muse.jhu.edu/journals/ncr/
1532-6888	http://leaonline.com/openurl?genre=journal&stitle=chc
1532-690X	http://leaonline.com/openurl?genre=journal&stitle=ci
1532-6934	http://leaonline.com/openurl?genre=journal&stitle=crj
1532-6942	http://leaonline.com/openurl?genre=journal&stitle=dn
1532-6950	http://leaonline.com/openurl?genre=journal&stitle=dp
1532-6969	http://leaonline.com/openurl?genre=journal&stitle=eco
1532-6977	http://leaonline.com/openurl?genre=journal&stitle=ea
1532-6985	http://leaonline.com/openurl?genre=journal&stitle=ep
1532-7019	http://leaonline.com/openurl?genre=journal&stitle=eb
1532-7027	http://leaonline.com/openurl?genre=journal&stitle=hc
1532-7035	http://leaonline.com/openurl?genre=journal&stitle=ex
1532-7043	http://leaonline.com/openurl?genre=journal&stitle=hup
1532-7051	http://leaonline.com/openurl?genre=journal&stitle=hci
1532-706X	http://leaonline.com/openurl?genre=journal&stitle=id
1532-7078	http://leaonline.com/openurl?genre=journal&stitle=in
1532-7086	http://csc.sagepub.com/
1532-7108	http://leaonline.com/openurl?genre=journal&stitle=ijap
1532-7558	http://leaonline.com/openurl?genre=journal&stitle=ijbm
1532-7590	http://leaonline.com/openurl?genre=journal&stitle=ijhc
1532-7612	http://www.hindawi.com/GetVolumes.aspx?journal=jamds
1532-7647	http://leaonline.com/openurl?genre=journal&stitle=jcd
1532-7655	http://leaonline.com/openurl?genre=journal&stitle=jchn
1532-7663	http://www.sciencedirect.com/science/journal/10577408
1532-768X	http://leaonline.com/openurl?genre=journal&stitle=jepc
1532-7736	http://leaonline.com/openurl?genre=journal&stitle=me
1532-7744	http://leaonline.com/openurl?genre=journal&stitle=joce
1532-7752	http://leaonline.com/openurl?genre=journal&stitle=jpa
1532-7795	http://leaonline.com/openurl?genre=journal&stitle=jra
1532-7809	http://leaonline.com/openurl?genre=journal&stitle=jls
1532-7817	http://leaonline.com/openurl?genre=journal&stitle=la
1532-7841	http://leaonline.com/openurl?genre=journal&stitle=mpee
1532-785X	http://leaonline.com/openurl?genre=journal&stitle=mep
1532-7868	http://leaonline.com/openurl?genre=journal&stitle=ms
1532-7876	http://leaonline.com/openurl?genre=journal&stitle=mp
1532-7906	http://leaonline.com/openurl?genre=journal&stitle=mbr
1532-7914	http://leaonline.com/openurl?genre=journal&stitle=nc
1532-7922	http://leaonline.com/openurl?genre=journal&stitle=par
1532-7930	http://leaonline.com/openurl?genre=journal&stitle=pje
1532-7949	http://leaonline.com/openurl?genre=journal&stitle=pac
1532-7957	http://leaonline.com/openurl?genre=journal&stitle=pspr
1532-7965	http://leaonline.com/openurl?genre=journal&stitle=pli
1532-7973	http://leaonline.com/openurl?genre=journal&stitle=rlsi
1532-8007	http://leaonline.com/openurl?genre=journal&stitle=sem
1532-8015	http://leaonline.com/openurl?genre=journal&stitle=tlm
1532-8023	http://leaonline.com/openurl?genre=journal&stitle=top
1532-8171	http://www.sciencedirect.com/science/journal/07356757
1532-818X	http://www.sciencedirect.com/science/journal/01960709
1532-8198	http://www.sciencedirect.com/science/journal/10929134
1532-8201	http://www.sciencedirect.com/science/journal/08971897
1532-821X	http://www.sciencedirect.com/science/journal/00039993
1532-8228	http://www.sciencedirect.com/science/journal/08839417
1532-8384	http://www.sciencedirect.com/science/journal/0010440X
1532-8406	http://www.sciencedirect.com/science/journal/08835403
1532-8414	http://www.sciencedirect.com/science/journal/10719164
1532-8422	http://www.sciencedirect.com/science/journal/10530770
